Area Code,State,Market,Market Size,Profit,Margin,Sales,COGS,Total Expenses,Marketing,Inventory,ProductId,Date,Product Type,Product,Type
405,Oklahoma,South,Small Market,63,120,200,80,57,26,640,6,2/1/2010 0:00,Espresso,Decaf Espresso,Decaf
405,Oklahoma,South,Small Market,79,141,235,94,62,31,697,6,5/1/2010 0:00,Espresso,Decaf Espresso,Decaf
405,Oklahoma,South,Small Market,103,172,286,114,69,37,810,6,8/1/2010 0:00,Espresso,Decaf Espresso,Decaf
405,Oklahoma,South,Small Market,65,123,205,82,58,27,788,6,10/1/2010 0:00,Espresso,Decaf Espresso,Decaf
405,Oklahoma,South,Small Market,72,133,221,88,61,29,817,6,12/1/2010 0:00,Espresso,Decaf Espresso,Decaf
405,Oklahoma,South,Small Market,104,126,235,84,62,27,651,6,1/1/2011 0:00,Espresso,Decaf Espresso,Decaf
405,Oklahoma,South,Small Market,93,120,213,80,57,26,640,6,2/1/2011 0:00,Espresso,Decaf Espresso,Decaf
405,Oklahoma,South,Small Market,110,134,237,88,60,29,653,6,4/1/2011 0:00,Espresso,Decaf Espresso,Decaf
405,Oklahoma,South,Small Market,142,172,283,114,64,37,822,6,7/1/2011 0:00,Espresso,Decaf Espresso,Decaf
405,Oklahoma,South,Small Market,129,150,265,99,63,32,798,6,9/1/2011 0:00,Espresso,Decaf Espresso,Decaf
405,Oklahoma,South,Small Market,96,123,218,82,58,27,788,6,10/1/2011 0:00,Espresso,Decaf Espresso,Decaf
405,Oklahoma,South,Small Market,19,74,133,59,55,22,403,8,7/1/2010 0:00,Herbal Tea,Chamomile,Decaf
405,Oklahoma,South,Small Market,16,70,126,56,54,21,385,8,10/1/2010 0:00,Herbal Tea,Chamomile,Decaf
405,Oklahoma,South,Small Market,22,80,145,65,58,24,403,8,12/1/2010 0:00,Herbal Tea,Chamomile,Decaf
405,Oklahoma,South,Small Market,23,72,129,58,51,22,338,8,5/1/2011 0:00,Herbal Tea,Chamomile,Decaf
405,Oklahoma,South,Small Market,33,80,155,65,58,24,403,8,12/1/2011 0:00,Herbal Tea,Chamomile,Decaf
405,Oklahoma,South,Small Market,15,128,220,92,113,83,541,9,2/1/2010 0:00,Herbal Tea,Lemon,Decaf
405,Oklahoma,South,Small Market,17,132,227,95,115,86,532,9,3/1/2010 0:00,Herbal Tea,Lemon,Decaf
405,Oklahoma,South,Small Market,16,132,227,95,116,86,554,9,4/1/2010 0:00,Herbal Tea,Lemon,Decaf
405,Oklahoma,South,Small Market,32,173,297,124,141,112,717,9,7/1/2010 0:00,Herbal Tea,Lemon,Decaf
405,Oklahoma,South,Small Market,17,134,230,96,117,87,683,9,10/1/2010 0:00,Herbal Tea,Lemon,Decaf
405,Oklahoma,South,Small Market,16,111,213,79,106,72,551,9,1/1/2011 0:00,Herbal Tea,Lemon,Decaf
405,Oklahoma,South,Small Market,22,128,234,92,113,83,541,9,2/1/2011 0:00,Herbal Tea,Lemon,Decaf
405,Oklahoma,South,Small Market,44,173,294,124,131,112,717,9,7/1/2011 0:00,Herbal Tea,Lemon,Decaf
405,Oklahoma,South,Small Market,47,184,314,133,140,120,705,9,8/1/2011 0:00,Herbal Tea,Lemon,Decaf
405,Oklahoma,South,Small Market,24,130,238,93,114,84,692,9,9/1/2011 0:00,Herbal Tea,Lemon,Decaf
405,Oklahoma,South,Small Market,22,130,239,94,115,85,694,9,11/1/2011 0:00,Herbal Tea,Lemon,Decaf
405,Oklahoma,South,Small Market,66,116,200,84,50,26,500,4,1/1/2010 0:00,Espresso,Caffe Latte,Regular
405,Oklahoma,South,Small Market,70,120,206,86,50,26,300,4,2/1/2010 0:00,Espresso,Caffe Latte,Regular
405,Oklahoma,South,Small Market,74,125,214,89,51,27,94,4,3/1/2010 0:00,Espresso,Caffe Latte,Regular
405,Oklahoma,South,Small Market,76,127,218,91,51,28,-1785,4,10/1/2010 0:00,Espresso,Caffe Latte,Regular
405,Oklahoma,South,Small Market,103,116,224,84,52,26,500,4,1/1/2011 0:00,Espresso,Caffe Latte,Regular
405,Oklahoma,South,Small Market,110,125,228,89,51,27,94,4,3/1/2011 0:00,Espresso,Caffe Latte,Regular
405,Oklahoma,South,Small Market,145,164,279,118,55,36,-660,4,6/1/2011 0:00,Espresso,Caffe Latte,Regular
405,Oklahoma,South,Small Market,177,195,333,141,62,43,-942,4,7/1/2011 0:00,Espresso,Caffe Latte,Regular
405,Oklahoma,South,Small Market,113,127,232,91,51,28,-1785,4,10/1/2011 0:00,Espresso,Caffe Latte,Regular
405,Oklahoma,South,Small Market,132,143,261,102,54,31,-2003,4,11/1/2011 0:00,Espresso,Caffe Latte,Regular
407,Florida,East,Major Market,64,123,205,82,59,27,788,2,10/1/2010 0:00,Coffee,Columbian,Regular
407,Florida,East,Major Market,108,133,236,88,60,29,817,2,12/1/2011 0:00,Coffee,Columbian,Regular
407,Florida,East,Major Market,58,85,144,59,27,16,842,13,6/1/2010 0:00,Tea,Green Tea,Regular
407,Florida,East,Major Market,51,103,180,77,52,25,423,6,2/1/2010 0:00,Espresso,Decaf Espresso,Decaf
407,Florida,East,Major Market,58,112,195,83,54,27,575,6,12/1/2010 0:00,Espresso,Decaf Espresso,Decaf
407,Florida,East,Major Market,13,67,121,54,54,20,391,9,11/1/2010 0:00,Herbal Tea,Lemon,Decaf
407,Florida,East,Major Market,53,99,182,83,46,25,1063,10,9/1/2010 0:00,Herbal Tea,Mint,Decaf
407,Florida,East,Major Market,74,96,188,80,46,24,1079,10,12/1/2011 0:00,Herbal Tea,Mint,Decaf
408,California,West,Major Market,-180,-27,135,154,94,50,1288,3,3/1/2011 0:00,Coffee,Decaf Irish Cream,Decaf
408,California,West,Major Market,62,225,384,162,167,147,943,5,7/1/2011 0:00,Espresso,Caffe Mocha,Regular
408,California,West,Major Market,106,145,245,100,39,28,822,8,4/1/2010 0:00,Herbal Tea,Chamomile,Decaf
408,California,West,Major Market,150,139,249,95,38,26,799,8,3/1/2011 0:00,Herbal Tea,Chamomile,Decaf
408,California,West,Major Market,67,107,190,83,40,27,574,10,6/1/2010 0:00,Herbal Tea,Mint,Decaf
408,California,West,Major Market,101,107,202,83,39,27,613,10,2/1/2011 0:00,Herbal Tea,Mint,Decaf
408,California,West,Major Market,79,79,142,54,26,15,601,12,12/1/2011 0:00,Tea,Earl Grey,Regular
409,Texas,South,Major Market,159,245,452,207,86,64,965,2,1/1/2010 0:00,Coffee,Columbian,Regular
409,Texas,South,Major Market,279,284,559,241,96,74,1321,2,12/1/2011 0:00,Coffee,Columbian,Regular
409,Texas,South,Major Market,127,172,290,118,45,33,930,5,11/1/2010 0:00,Espresso,Caffe Mocha,Regular
409,Texas,South,Major Market,157,144,259,99,38,27,766,5,2/1/2011 0:00,Espresso,Caffe Mocha,Regular
409,Texas,South,Major Market,135,126,227,87,35,24,756,5,3/1/2011 0:00,Espresso,Caffe Mocha,Regular
409,Texas,South,Major Market,84,80,150,54,27,15,456,6,1/1/2011 0:00,Espresso,Decaf Espresso,Decaf
409,Texas,South,Major Market,137,136,228,94,34,26,562,6,6/1/2011 0:00,Espresso,Decaf Espresso,Decaf
409,Texas,South,Major Market,20,55,93,38,35,12,414,9,6/1/2010 0:00,Herbal Tea,Lemon,Decaf
409,Texas,South,Major Market,28,64,107,43,36,13,419,9,10/1/2010 0:00,Herbal Tea,Lemon,Decaf
409,Texas,South,Major Market,61,96,159,64,48,21,-161,4,5/1/2011 0:00,Espresso,Caffe Latte,Regular
413,Massachusetts,East,Major Market,367,422,494,72,55,23,558,2,1/1/2010 0:00,Coffee,Columbian,Regular
413,Massachusetts,East,Major Market,465,516,576,60,51,19,-2572,2,9/1/2010 0:00,Coffee,Columbian,Regular
413,Massachusetts,East,Major Market,572,422,553,72,58,23,558,2,1/1/2011 0:00,Coffee,Columbian,Regular
413,Massachusetts,East,Major Market,12,29,49,20,17,5,464,13,5/1/2010 0:00,Tea,Green Tea,Regular
413,Massachusetts,East,Major Market,10,26,44,18,16,5,478,13,6/1/2010 0:00,Tea,Green Tea,Regular
413,Massachusetts,East,Major Market,15,32,53,21,17,5,480,13,10/1/2010 0:00,Tea,Green Tea,Regular
413,Massachusetts,East,Major Market,-16,61,114,53,77,48,491,5,5/1/2010 0:00,Espresso,Caffe Mocha,Regular
413,Massachusetts,East,Major Market,-22,61,113,53,72,48,491,5,5/1/2011 0:00,Espresso,Caffe Mocha,Regular
413,Massachusetts,East,Major Market,10,72,110,39,60,36,560,5,7/1/2011 0:00,Espresso,Caffe Mocha,Regular
413,Massachusetts,East,Major Market,17,65,117,53,49,20,361,9,5/1/2011 0:00,Herbal Tea,Lemon,Decaf
413,Massachusetts,East,Major Market,16,34,57,23,18,6,868,11,7/1/2010 0:00,Tea,Darjeeling,Regular
413,Massachusetts,East,Major Market,42,47,84,32,19,8,813,11,3/1/2011 0:00,Tea,Darjeeling,Regular
413,Massachusetts,East,Major Market,22,34,56,23,17,6,868,11,7/1/2011 0:00,Tea,Darjeeling,Regular
413,Massachusetts,East,Major Market,82,146,291,145,64,40,1292,7,8/1/2010 0:00,Espresso,Regular Espresso,Regular
413,Massachusetts,East,Major Market,115,149,295,149,61,41,1245,7,6/1/2011 0:00,Espresso,Regular Espresso,Regular
414,Wisconsin,Central,Small Market,23,82,149,67,59,25,391,1,9/1/2010 0:00,Coffee,Amaretto,Regular
414,Wisconsin,Central,Small Market,23,72,129,58,51,22,338,1,5/1/2011 0:00,Coffee,Amaretto,Regular
414,Wisconsin,Central,Small Market,29,77,139,63,52,23,397,1,8/1/2011 0:00,Coffee,Amaretto,Regular
414,Wisconsin,Central,Small Market,22,70,134,56,55,21,385,1,10/1/2011 0:00,Coffee,Amaretto,Regular
414,Wisconsin,Central,Small Market,16,130,223,93,114,84,692,2,9/1/2010 0:00,Coffee,Columbian,Regular
414,Wisconsin,Central,Small Market,27,134,245,96,116,87,683,2,10/1/2011 0:00,Coffee,Columbian,Regular
414,Wisconsin,Central,Small Market,51,103,180,77,52,25,432,3,1/1/2010 0:00,Coffee,Decaf Irish Cream,Decaf
414,Wisconsin,Central,Small Market,50,103,180,77,53,25,423,3,2/1/2010 0:00,Coffee,Decaf Irish Cream,Decaf
414,Wisconsin,Central,Small Market,55,108,188,80,53,26,415,3,3/1/2010 0:00,Coffee,Decaf Irish Cream,Decaf
414,Wisconsin,Central,Small Market,58,112,195,83,54,27,433,3,4/1/2010 0:00,Coffee,Decaf Irish Cream,Decaf
414,Wisconsin,Central,Small Market,73,132,231,99,59,32,565,3,8/1/2010 0:00,Coffee,Decaf Irish Cream,Decaf
414,Wisconsin,Central,Small Market,79,103,201,77,55,25,432,3,1/1/2011 0:00,Coffee,Decaf Irish Cream,Decaf
414,Wisconsin,Central,Small Market,86,114,212,85,56,28,555,3,9/1/2011 0:00,Coffee,Decaf Irish Cream,Decaf
414,Wisconsin,Central,Small Market,85,112,208,83,55,27,575,3,12/1/2011 0:00,Coffee,Decaf Irish Cream,Decaf
414,Wisconsin,Central,Small Market,38,81,150,69,43,21,965,5,1/1/2010 0:00,Espresso,Caffe Mocha,Regular
414,Wisconsin,Central,Small Market,42,84,154,70,42,21,957,5,2/1/2010 0:00,Espresso,Caffe Mocha,Regular
414,Wisconsin,Central,Small Market,53,99,182,83,46,25,1063,5,9/1/2010 0:00,Espresso,Caffe Mocha,Regular
414,Wisconsin,Central,Small Market,61,84,165,71,43,22,950,5,3/1/2011 0:00,Espresso,Caffe Mocha,Regular
414,Wisconsin,Central,Small Market,47,62,109,48,26,15,593,6,6/1/2011 0:00,Espresso,Decaf Espresso,Decaf
414,Wisconsin,Central,Small Market,57,99,159,60,42,18,329,8,10/1/2010 0:00,Herbal Tea,Chamomile,Decaf
414,Wisconsin,Central,Small Market,68,84,142,49,38,15,342,8,4/1/2011 0:00,Herbal Tea,Chamomile,Decaf
414,Wisconsin,Central,Small Market,55,78,124,47,35,14,371,8,6/1/2011 0:00,Herbal Tea,Chamomile,Decaf
414,Wisconsin,Central,Small Market,57,79,125,47,35,14,366,8,8/1/2011 0:00,Herbal Tea,Chamomile,Decaf
414,Wisconsin,Central,Small Market,74,75,134,51,25,14,857,9,9/1/2011 0:00,Herbal Tea,Lemon,Decaf
414,Wisconsin,Central,Small Market,38,77,129,52,39,16,376,11,3/1/2010 0:00,Tea,Darjeeling,Regular
414,Wisconsin,Central,Small Market,3,90,155,65,87,58,513,12,2/1/2010 0:00,Tea,Earl Grey,Regular
414,Wisconsin,Central,Small Market,1,87,150,63,86,57,521,12,4/1/2010 0:00,Tea,Earl Grey,Regular
414,Wisconsin,Central,Small Market,-3,75,127,53,72,48,597,12,6/1/2011 0:00,Tea,Earl Grey,Regular
415,California,West,Major Market,245,387,645,258,142,90,2067,2,2/1/2010 0:00,Coffee,Columbian,Regular
415,California,West,Major Market,-142,-31,169,200,111,66,2393,3,6/1/2010 0:00,Coffee,Decaf Irish Cream,Decaf
415,California,West,Major Market,54,108,180,72,54,23,541,13,3/1/2010 0:00,Tea,Green Tea,Regular
415,California,West,Major Market,48,102,170,68,54,22,559,13,4/1/2010 0:00,Tea,Green Tea,Regular
415,California,West,Major Market,30,79,131,52,49,17,668,13,7/1/2010 0:00,Tea,Green Tea,Regular
415,California,West,Major Market,39,173,318,125,147,113,729,5,4/1/2011 0:00,Espresso,Caffe Mocha,Regular
415,California,West,Major Market,326,335,626,252,115,83,1316,6,4/1/2011 0:00,Espresso,Decaf Espresso,Decaf
415,California,West,Major Market,334,341,637,257,116,84,1662,6,10/1/2011 0:00,Espresso,Decaf Espresso,Decaf
415,California,West,Major Market,157,145,261,100,39,28,822,8,4/1/2011 0:00,Herbal Tea,Chamomile,Decaf
415,California,West,Major Market,188,284,525,241,96,74,1321,9,12/1/2010 0:00,Herbal Tea,Lemon,Decaf
415,California,West,Major Market,240,247,486,209,85,64,969,9,4/1/2011 0:00,Herbal Tea,Lemon,Decaf
415,California,West,Major Market,265,288,527,244,89,75,1213,9,6/1/2011 0:00,Herbal Tea,Lemon,Decaf
415,California,West,Major Market,91,126,213,87,35,24,756,11,3/1/2010 0:00,Tea,Darjeeling,Regular
415,California,West,Major Market,98,136,230,94,38,26,562,12,6/1/2010 0:00,Tea,Earl Grey,Regular
415,California,West,Major Market,165,261,521,260,96,72,1559,4,5/1/2010 0:00,Espresso,Caffe Latte,Regular
415,California,West,Major Market,220,239,509,239,91,66,1464,4,4/1/2011 0:00,Espresso,Caffe Latte,Regular
417,Missouri,Central,Small Market,27,88,160,72,61,27,606,2,8/1/2010 0:00,Coffee,Columbian,Regular
417,Missouri,Central,Small Market,33,60,109,50,33,15,1064,3,8/1/2011 0:00,Coffee,Decaf Irish Cream,Decaf
417,Missouri,Central,Small Market,56,81,160,69,43,21,1060,3,11/1/2011 0:00,Coffee,Decaf Irish Cream,Decaf
417,Missouri,Central,Small Market,-4,42,76,34,46,12,197,13,1/1/2010 0:00,Tea,Green Tea,Regular
417,Missouri,Central,Small Market,1,48,86,38,47,14,248,13,8/1/2010 0:00,Tea,Green Tea,Regular
417,Missouri,Central,Small Market,0,46,81,36,43,13,252,13,7/1/2011 0:00,Tea,Green Tea,Regular
417,Missouri,Central,Small Market,28,48,80,32,20,8,841,6,8/1/2010 0:00,Espresso,Decaf Espresso,Decaf
417,Missouri,Central,Small Market,27,47,79,32,20,8,837,6,9/1/2010 0:00,Espresso,Decaf Espresso,Decaf
417,Missouri,Central,Small Market,42,47,84,32,19,8,833,6,10/1/2011 0:00,Espresso,Decaf Espresso,Decaf
417,Missouri,Central,Small Market,-8,61,104,43,69,39,282,8,5/1/2010 0:00,Herbal Tea,Chamomile,Decaf
417,Missouri,Central,Small Market,-5,69,118,49,74,44,335,8,12/1/2010 0:00,Herbal Tea,Chamomile,Decaf
417,Missouri,Central,Small Market,-9,63,114,44,69,40,251,8,3/1/2011 0:00,Herbal Tea,Chamomile,Decaf
417,Missouri,Central,Small Market,-9,63,114,44,69,40,261,8,4/1/2011 0:00,Herbal Tea,Chamomile,Decaf
417,Missouri,Central,Small Market,-32,18,102,84,50,26,625,9,2/1/2010 0:00,Herbal Tea,Lemon,Decaf
417,Missouri,Central,Small Market,-12,49,169,120,61,37,1334,9,7/1/2010 0:00,Herbal Tea,Lemon,Decaf
417,Missouri,Central,Small Market,-39,23,116,86,49,26,1698,9,10/1/2011 0:00,Herbal Tea,Lemon,Decaf
417,Missouri,Central,Small Market,24,68,171,92,52,28,1898,9,12/1/2011 0:00,Herbal Tea,Lemon,Decaf
417,Missouri,Central,Small Market,11,49,85,36,38,11,187,11,3/1/2010 0:00,Tea,Darjeeling,Regular
417,Missouri,Central,Small Market,9,47,82,35,38,11,248,11,11/1/2010 0:00,Tea,Darjeeling,Regular
417,Missouri,Central,Small Market,13,47,87,35,38,11,191,11,2/1/2011 0:00,Tea,Darjeeling,Regular
417,Missouri,Central,Small Market,16,51,94,37,40,12,195,11,4/1/2011 0:00,Tea,Darjeeling,Regular
417,Missouri,Central,Small Market,19,53,91,39,36,12,212,11,5/1/2011 0:00,Tea,Darjeeling,Regular
417,Missouri,Central,Small Market,-3,42,75,33,45,12,162,12,3/1/2010 0:00,Tea,Earl Grey,Regular
417,Missouri,Central,Small Market,-11,31,56,25,42,9,209,12,10/1/2010 0:00,Tea,Earl Grey,Regular
417,Missouri,Central,Small Market,-13,36,69,29,45,11,169,12,4/1/2011 0:00,Tea,Earl Grey,Regular
417,Missouri,Central,Small Market,-6,42,75,34,43,12,182,12,5/1/2011 0:00,Tea,Earl Grey,Regular
419,Ohio,Central,Major Market,26,62,107,46,40,15,415,1,8/1/2011 0:00,Coffee,Amaretto,Regular
419,Ohio,Central,Major Market,29,64,107,43,35,13,424,2,9/1/2010 0:00,Coffee,Columbian,Regular
419,Ohio,Central,Major Market,-6,65,112,47,71,42,521,3,12/1/2010 0:00,Coffee,Decaf Irish Cream,Decaf
419,Ohio,Central,Major Market,83,149,298,149,66,41,1245,5,6/1/2010 0:00,Espresso,Caffe Mocha,Regular
419,Ohio,Central,Major Market,13,67,121,54,54,20,337,6,4/1/2010 0:00,Espresso,Decaf Espresso,Decaf
419,Ohio,Central,Major Market,12,64,115,51,52,19,396,6,6/1/2010 0:00,Espresso,Decaf Espresso,Decaf
419,Ohio,Central,Major Market,16,69,124,55,53,20,410,6,11/1/2010 0:00,Espresso,Decaf Espresso,Decaf
419,Ohio,Central,Major Market,19,67,129,54,54,20,337,6,4/1/2011 0:00,Espresso,Decaf Espresso,Decaf
419,Ohio,Central,Major Market,9,57,109,45,51,17,409,6,9/1/2011 0:00,Espresso,Decaf Espresso,Decaf
419,Ohio,Central,Major Market,18,66,128,54,54,20,404,6,10/1/2011 0:00,Espresso,Decaf Espresso,Decaf
419,Ohio,Central,Major Market,9,57,110,46,51,17,422,6,12/1/2011 0:00,Espresso,Decaf Espresso,Decaf
419,Ohio,Central,Major Market,12,29,49,20,17,5,464,8,5/1/2010 0:00,Herbal Tea,Chamomile,Decaf
419,Ohio,Central,Major Market,25,34,60,22,17,6,452,8,2/1/2011 0:00,Herbal Tea,Chamomile,Decaf
419,Ohio,Central,Major Market,23,43,72,29,20,8,862,9,9/1/2010 0:00,Herbal Tea,Lemon,Decaf
419,Ohio,Central,Major Market,45,52,94,36,22,10,862,9,11/1/2011 0:00,Herbal Tea,Lemon,Decaf
419,Ohio,Central,Major Market,96,123,218,82,58,27,788,11,10/1/2011 0:00,Tea,Darjeeling,Regular
419,Ohio,Central,Major Market,89,143,245,102,54,31,666,12,11/1/2010 0:00,Tea,Earl Grey,Regular
419,Ohio,Central,Major Market,110,125,228,89,51,27,481,12,3/1/2011 0:00,Tea,Earl Grey,Regular
419,Ohio,Central,Major Market,177,195,333,141,62,43,692,12,7/1/2011 0:00,Tea,Earl Grey,Regular
419,Ohio,Central,Major Market,142,161,275,116,54,35,678,12,8/1/2011 0:00,Tea,Earl Grey,Regular
419,Ohio,Central,Major Market,113,127,232,91,51,28,656,12,10/1/2011 0:00,Tea,Earl Grey,Regular
425,Washington,West,Small Market,66,114,193,79,48,25,425,2,6/1/2010 0:00,Coffee,Columbian,Regular
425,Washington,West,Small Market,75,125,211,86,50,27,463,2,7/1/2010 0:00,Coffee,Columbian,Regular
425,Washington,West,Small Market,50,93,156,63,43,20,446,2,11/1/2010 0:00,Coffee,Columbian,Regular
425,Washington,West,Small Market,105,125,209,86,46,27,454,2,8/1/2011 0:00,Coffee,Columbian,Regular
425,Washington,West,Small Market,83,99,178,68,43,21,445,2,9/1/2011 0:00,Coffee,Columbian,Regular
425,Washington,West,Small Market,17,134,230,96,117,87,683,3,10/1/2010 0:00,Coffee,Decaf Irish Cream,Decaf
425,Washington,West,Small Market,2,90,154,64,88,58,551,13,5/1/2010 0:00,Tea,Green Tea,Regular
425,Washington,West,Small Market,2,87,149,62,85,56,612,13,9/1/2010 0:00,Tea,Green Tea,Regular
425,Washington,West,Small Market,12,105,201,75,102,68,522,13,1/1/2011 0:00,Tea,Green Tea,Regular
425,Washington,West,Small Market,4,90,165,65,87,58,513,13,2/1/2011 0:00,Tea,Green Tea,Regular
425,Washington,West,Small Market,18,74,133,59,56,22,377,5,6/1/2010 0:00,Espresso,Caffe Mocha,Regular
425,Washington,West,Small Market,20,77,140,63,57,23,397,5,8/1/2010 0:00,Espresso,Caffe Mocha,Regular
425,Washington,West,Small Market,13,67,121,54,54,20,391,5,11/1/2010 0:00,Espresso,Caffe Mocha,Regular
425,Washington,West,Small Market,24,70,134,56,54,21,385,5,10/1/2011 0:00,Espresso,Caffe Mocha,Regular
425,Washington,West,Small Market,40,84,155,71,44,22,950,6,3/1/2010 0:00,Espresso,Decaf Espresso,Decaf
425,Washington,West,Small Market,61,81,168,69,44,21,965,6,1/1/2011 0:00,Espresso,Decaf Espresso,Decaf
425,Washington,West,Small Market,61,84,164,70,43,21,957,6,2/1/2011 0:00,Espresso,Decaf Espresso,Decaf
425,Washington,West,Small Market,68,96,175,81,44,25,1046,6,6/1/2011 0:00,Espresso,Decaf Espresso,Decaf
425,Washington,West,Small Market,98,123,224,103,48,31,1073,6,8/1/2011 0:00,Espresso,Decaf Espresso,Decaf
425,Washington,West,Small Market,67,89,175,75,44,23,1063,6,11/1/2011 0:00,Espresso,Decaf Espresso,Decaf
425,Washington,West,Small Market,75,135,225,90,60,29,1148,8,7/1/2010 0:00,Herbal Tea,Chamomile,Decaf
425,Washington,West,Small Market,104,135,223,90,56,29,1148,8,7/1/2011 0:00,Herbal Tea,Chamomile,Decaf
425,Washington,West,Small Market,47,71,119,48,24,13,829,9,10/1/2010 0:00,Herbal Tea,Lemon,Decaf
425,Washington,West,Small Market,46,71,120,49,25,13,845,9,12/1/2010 0:00,Herbal Tea,Lemon,Decaf
425,Washington,West,Small Market,51,59,98,40,20,11,843,9,7/1/2011 0:00,Herbal Tea,Lemon,Decaf
425,Washington,West,Small Market,70,71,127,48,24,13,834,9,9/1/2011 0:00,Herbal Tea,Lemon,Decaf
425,Washington,West,Small Market,68,71,128,49,25,13,845,9,12/1/2011 0:00,Herbal Tea,Lemon,Decaf
425,Washington,West,Small Market,54,94,151,57,40,17,349,11,9/1/2010 0:00,Tea,Darjeeling,Regular
425,Washington,West,Small Market,49,88,141,53,39,16,321,11,11/1/2010 0:00,Tea,Darjeeling,Regular
425,Washington,West,Small Market,92,105,178,62,43,19,346,11,3/1/2011 0:00,Tea,Darjeeling,Regular
425,Washington,West,Small Market,61,82,129,48,35,14,351,11,5/1/2011 0:00,Tea,Darjeeling,Regular
425,Washington,West,Small Market,58,79,125,47,34,14,366,11,8/1/2011 0:00,Tea,Darjeeling,Regular
425,Washington,West,Small Market,85,99,169,60,42,18,329,11,10/1/2011 0:00,Tea,Darjeeling,Regular
425,Washington,West,Small Market,61,81,146,56,40,17,382,12,2/1/2011 0:00,Tea,Earl Grey,Regular
425,Washington,West,Small Market,37,65,109,45,35,14,410,12,5/1/2011 0:00,Tea,Earl Grey,Regular
425,Washington,West,Small Market,35,62,110,48,27,15,623,4,1/1/2010 0:00,Espresso,Caffe Latte,Regular
425,Washington,West,Small Market,52,63,119,49,28,16,611,4,3/1/2011 0:00,Espresso,Caffe Latte,Regular
425,Washington,West,Small Market,47,58,110,45,26,14,605,4,4/1/2011 0:00,Espresso,Caffe Latte,Regular
425,Washington,West,Small Market,23,39,68,30,20,9,581,4,8/1/2011 0:00,Espresso,Caffe Latte,Regular
425,Washington,West,Small Market,16,30,55,22,19,7,570,4,11/1/2011 0:00,Espresso,Caffe Latte,Regular
430,Texas,South,Major Market,183,277,512,235,94,72,1060,2,5/1/2010 0:00,Coffee,Columbian,Regular
430,Texas,South,Major Market,206,307,567,260,101,80,1319,2,7/1/2010 0:00,Coffee,Columbian,Regular
430,Texas,South,Major Market,243,252,496,213,88,66,942,2,2/1/2011 0:00,Coffee,Columbian,Regular
430,Texas,South,Major Market,101,107,202,83,39,27,613,3,2/1/2011 0:00,Coffee,Decaf Irish Cream,Decaf
430,Texas,South,Major Market,94,107,188,83,36,27,574,3,6/1/2011 0:00,Coffee,Decaf Irish Cream,Decaf
430,Texas,South,Major Market,88,124,210,86,36,24,499,6,5/1/2010 0:00,Espresso,Decaf Espresso,Decaf
430,Texas,South,Major Market,77,79,142,54,27,15,601,6,12/1/2011 0:00,Espresso,Decaf Espresso,Decaf
430,Texas,South,Major Market,19,62,108,46,43,15,415,8,8/1/2010 0:00,Herbal Tea,Chamomile,Decaf
430,Texas,South,Major Market,42,64,114,43,36,13,419,9,10/1/2011 0:00,Herbal Tea,Lemon,Decaf
430,Texas,South,Major Market,36,60,108,41,36,13,435,9,12/1/2011 0:00,Herbal Tea,Lemon,Decaf
430,Texas,South,Major Market,30,79,131,52,49,17,-587,4,8/1/2010 0:00,Espresso,Caffe Latte,Regular
432,Texas,South,Major Market,275,281,554,239,96,74,1246,2,10/1/2011 0:00,Coffee,Columbian,Regular
432,Texas,South,Major Market,258,265,522,225,91,69,1272,2,11/1/2011 0:00,Coffee,Columbian,Regular
432,Texas,South,Major Market,68,107,190,83,39,27,613,3,2/1/2010 0:00,Coffee,Decaf Irish Cream,Decaf
432,Texas,South,Major Market,166,163,274,113,40,31,897,5,6/1/2011 0:00,Espresso,Caffe Mocha,Regular
432,Texas,South,Major Market,116,111,199,76,33,21,580,6,10/1/2011 0:00,Espresso,Decaf Espresso,Decaf
432,Texas,South,Major Market,38,76,128,52,38,16,357,9,2/1/2010 0:00,Herbal Tea,Lemon,Decaf
435,Utah,West,Small Market,46,90,165,75,44,23,956,1,2/1/2010 0:00,Coffee,Amaretto,Regular
435,Utah,West,Small Market,45,89,163,74,44,22,949,1,3/1/2010 0:00,Coffee,Amaretto,Regular
435,Utah,West,Small Market,47,91,167,76,44,23,965,1,4/1/2010 0:00,Coffee,Amaretto,Regular
435,Utah,West,Small Market,38,80,148,68,42,21,998,1,5/1/2010 0:00,Coffee,Amaretto,Regular
435,Utah,West,Small Market,36,77,142,65,41,20,1042,1,6/1/2010 0:00,Coffee,Amaretto,Regular
435,Utah,West,Small Market,32,72,132,60,40,18,1070,1,7/1/2010 0:00,Coffee,Amaretto,Regular
435,Utah,West,Small Market,36,77,142,65,41,20,1053,1,10/1/2010 0:00,Coffee,Amaretto,Regular
435,Utah,West,Small Market,36,76,139,63,40,19,1075,1,12/1/2010 0:00,Coffee,Amaretto,Regular
435,Utah,West,Small Market,67,89,174,74,44,22,949,1,3/1/2011 0:00,Coffee,Amaretto,Regular
435,Utah,West,Small Market,52,80,147,68,39,21,998,1,5/1/2011 0:00,Coffee,Amaretto,Regular
435,Utah,West,Small Market,50,77,141,65,38,20,1042,1,6/1/2011 0:00,Coffee,Amaretto,Regular
435,Utah,West,Small Market,33,60,109,50,33,15,1064,1,8/1/2011 0:00,Coffee,Amaretto,Regular
